quantity,prefix,style and dimensions,outer cover,foam,underpanel,incontinence cover,colour,notes,descriptions,pn,part_of_sequence,date_as_string,rigidiser cover
1,1145,SS - 1717,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 17"" deep, Superhigh Contour Step",1145-1717-3SS,5.14,221110,0
1,1145,SS - 1717,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 17"" deep, Superhigh Contour Step",1145-1717-3SS,5.15,221110,0
1,1145,SS - 1717,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 17"" deep, Superhigh Contour Step",1145-1717-3SS,5.16,221110,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,3.4,221117,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,3.5,221117,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,3.6,221117,0
1,1145,SS - 1717,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 17"" deep, Superhigh Contour Step",1145-1717-3SS,3.1,221117,0
1,1145,SS - 1717,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 17"" deep, Superhigh Contour Step",1145-1717-3SS,3.11,221117,0
1,1145,SS - 1717,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 17"" deep, Superhigh Contour Step",1145-1717-3SS,3.7,221117,0
1,1145,SS - 1717,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 17"" deep, Superhigh Contour Step",1145-1717-3SS,3.8,221117,0
1,1145,SS - 1717,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 17"" deep, Superhigh Contour Step",1145-1717-3SS,3.9,221117,0
1,1105,SS - 1717,1,1,1,1,000 Black,1111-0335-000: No pommel shaping/contouring on cushion. ,"Spex Classic Superhigh Contour Step adjustable cushion, 17"" wide x 17"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1717-0SS,19.1,221118,0
1,1125,SS - 1717,1,0,0,0,000 Black,1111-0335-000: No pommel shaping/contouring on cushion,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 17"" wide x 17"" deep",1125-1717-6SS,19.2,221118,0
1,1105,SS - 1717,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 17"" wide x 17"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1717-0SS,28.11,221121,0
1,1145,SS - 1718,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 18"" deep, Superhigh Contour Step",1145-1718-3SS,1.12,221109,0
1,1145,SS - 1718,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 18"" deep, Superhigh Contour Step",1145-1718-3SS,1.13,221109,0
1,1145,SS - 1718,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 18"" deep, Superhigh Contour Step",1145-1718-3SS,1.14,221109,0
1,1145,SS - 1718,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 18"" deep, Superhigh Contour Step",1145-1718-3SS,1.15,221109,0
1,1125,SS - 1718,1,0,0,0,022 Chilli Red,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 17"" wide x 18"" deep",1125-1718-6SS_022,9.4,221110,0
1,1125,SS - 1718,1,0,0,0,028 Calypso Pink,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 17"" wide x 18"" deep",1125-1718-6SS_028,9.5,221110,0
1,1125,SS - 1718,1,0,0,0,028 Calypso Pink,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 17"" wide x 18"" deep",1125-1718-6SS_028,9.6,221110,0
1,1145,SS - 1416,0,1,1,0,,,"SPEX cushion foam unit, 14"" wide x 16"" deep, Superhigh Contour Step",1145-1416-3SS,3.8,221116,0
1,1105,SS - 1718,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 17"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1718-0SS,14.3,221118,0
1,1125,SS - 1718,1,0,0,0,090 Granite Grey,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 17"" wide x 18"" deep",1125-1718-6SS_090,3.13,221121,0
1,1145,SS - 1718,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 18"" deep, Superhigh Contour Step",1145-1718-3SS,1.4,221122,0
1,1145,SS - 1718,0,1,1,0,,,"SPEX cushion foam unit, 17"" wide x 18"" deep, Superhigh Contour Step",1145-1718-3SS,1.5,221122,0
1,1105,SS - 1214,1,1,1,1,090 Granite Grey,,"Spex Classic Kidz Superhigh Contour Step adjustable cushion, 12"" wide x 14"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1214-0SS_090,33.1,221122,0
1,1125,SS - 1718,1,0,0,0,044 Bumblebee Yellow,1111-0336-000: Std shaping/contouring in pommel area; 1111-0399-209: Spextex Wipe-down - top of cushion,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 17"" wide x 18"" deep",1125-1718-6SS_044,25.2,221122,0
1,1105,SS - 1719,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 17"" wide x 19"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-17XX-0SS,38.1,221104,0
1,1105,SS - 1720,1,1,1,1,000 Black,Jay-Label: Attach Jay Label,"Spex Classic Superhigh Contour Step adjustable cushion, 17"" wide x [20]"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-17XX-0SS,11.1,221108,0
1,1145,SS - 1720,0,1,1,0,,,"SPEX Cushion, Foam Unit, 17"" wide x 20"" deep, Superhigh Contour Step",1145-1720-3SS,1.17,221109,0
1,1145,SS - 1720,0,1,1,0,,,"SPEX Cushion, Foam Unit, 17"" wide x 20"" deep, Superhigh Contour Step",1145-1720-3SS,1.18,221109,0
1,1145,SS - 1720,0,1,1,0,,,"SPEX Cushion, Foam Unit, 17"" wide x 20"" deep, Superhigh Contour Step",1145-1720-3SS,1.19,221109,0
1,1145,SS - 1720,0,1,1,0,,,"SPEX Cushion, Foam Unit, 17"" wide x 20"" deep, Superhigh Contour Step",1145-1720-3SS,1.2,221109,0
1,1145,SS - 1720,0,1,1,0,,,"SPEX Cushion, Foam Unit, 17"" wide x 20"" deep, Superhigh Contour Step",1145-1720-3SS,1.21,221109,0
1,1105,SS - 1720,1,1,1,1,077 Royal Purple,,"Spex Classic Superhigh Contour Step adjustable cushion, 17"" wide x 20"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1720-0SS_077,17.1,221109,0
1,1145,SS - 1517,0,1,1,0,,,"SPEX Cushion, Foam Unit, 15"" wide x 17"" deep, Superhigh Contour Step",1145-1517-3SS,3.1,221116,0
1,1145,SS - 1517,0,1,1,0,,,"SPEX Cushion, Foam Unit, 15"" wide x 17"" deep, Superhigh Contour Step",1145-1517-3SS,3.11,221116,0
1,1105,SS - 1816,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 18"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1816-0SS,27.1,221110,0
1,1105,SS - 1817,1,1,1,1,000 Black,Jay-Label: Attach Jay Label,"Spex Classic Superhigh Contour Step adjustable cushion, 18"" wide x [17]"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-18XX-0SS,31.3,221104,0
1,1125,SS - 1817,1,0,0,0,000 Black,Jay-Label: Attach Jay Label,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x [17]"" deep",1125-18XX-6SS,31.4,221104,0
1,1105,SS - 1817,1,1,1,1,000 Black,1111-0292-000: Cushion cut-out For Leg Length Discrepancy. Dimension T = 40mm. User's side=RHS,"Spex Classic Superhigh Contour Step adjustable cushion, 18"" wide x 17"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-18XX-0SS,24.2,221107,0
1,1125,SS - 1818,1,0,0,0,030 Mango Orange,"Jay-Label: Attach Jay Label; Note: Spex Manufacturing Notes. Note: outer cover  for cushion with serial number 1077920 from order s288300; 1111-0491-030: Change cushion outer cover border fabric to Mango Orange; 1111-0317-000: Cut-back cushion front edge, contracture. measurement U=[30mm]"" (cover for cushion sent s288300); 1111-0292-000: Cushion cut-out For Leg Length Discrepancy. Dimension T = [1.5'']. User's side=[right]  (its is for a cushion send in order s288300)","Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SS_030,47.2,221104,0
1,1125,SS - 1818,1,0,0,0,028 Calypso Pink,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SS_028,5.9,221109,0
1,1125,SS - 1818,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SS,10.1,221109,0
1,1145,SS - 1517,0,1,1,0,,,"SPEX Cushion, Foam Unit, 15"" wide x 17"" deep, Superhigh Contour Step",1145-1517-3SS,1.13,221115,0
1,1145,SS - 1517,0,1,1,0,,,"SPEX Cushion, Foam Unit, 15"" wide x 17"" deep, Superhigh Contour Step",1145-1517-3SS,3.9,221116,0
1,1135,SS - 1717,0,0,0,1,,,"Spex SuperHigh-Contour (Step) Cushion incontinence cover, 17"" wide x 17"" deep",1135-1717-7SS,17.3,221117,0
1,1105,SS - 1818,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 18"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1818-0SS,1.1,221118,0
1,1105,SS - 1818,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 18"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1818-0SS,1.2,221118,0
1,1105,SS - 1818,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 18"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1818-0SS,1.3,221118,0
1,1125,SS - 1818,1,0,0,0,060 Ocean Blue,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SS_060,4.15,221118,0
1,1125,SS - 1818,1,0,0,0,060 Ocean Blue,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 18"" deep",1125-1818-6SS_060,4.16,221118,0
1,1105,SS - 1818,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 18"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1818-0SS,28.12,221121,0
1,1105,SS - 1818,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 18"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1818-0SS,28.12,221121,0
1,1105,SS - 1818,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 18"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1818-0SS,28.13,221121,0
1,1105,SS - 1819,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 18"" wide x [19]"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-18XX-0SS,35.1,221104,0
1,1105,SS - 1819,1,1,1,1,000 Black,1111-0336-000: Std shaping/contouring in pommel area. ,"Spex Classic Superhigh Contour Step adjustable cushion, 18"" wide x 19"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-18XX-0SS,20.1,221108,0
1,1125,SS - 1819,1,0,0,0,000 Black,1111-0336-000: Std shaping/contouring in pommel area,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 19"" deep",1125-18XX-6SS,20.2,221108,0
1,1105,SS - 1819,1,1,1,1,000 Black,"1111-0294-000: Custom Inbuilt Pommel (Specify Dimensions). Dimensions: K = OSS, L = 90mm, M =90mm, N =OSS,","Spex Classic Superhigh Contour Step adjustable cushion, 18"" wide x 19"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-18XX-0SS,25.1,221110,0
1,1125,SS - 1819,1,0,0,0,000 Black,"1111-0294-000: Custom Inbuilt Pommel (Specify Dimensions). Dimensions: K = OSS, L = 90mm, M =90mm, N =OSS,","Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 19"" deep",1125-18XX-6SS,25.2,221110,0
1,1135,SS - 1819,0,0,0,1,,"1111-0294-000: Custom Inbuilt Pommel (Specify Dimensions). Dimensions: K = 0SS L = 90mm M = 90mm, N =0SS,","Spex SuperHigh-Contour (Step) Cushion incontinence cover, 18"" wide x 19"" deep",1135-18XX-7SS,25.3,221110,0
1,1125,SS - 1820,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6SS,5.11,221108,0
1,1125,SS - 1820,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6SS,5.12,221108,0
1,1125,SS - 1820,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6SS,5.13,221108,0
1,1125,SS - 1820,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6SS,5.14,221108,0
1,1125,SS - 1820,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6SS,5.15,221108,0
1,1145,SS - 1820,0,1,1,0,,,"SPEX cushion foam unit, 18"" wide x 20"" deep, Superhigh Contour Step",1145-1820-3SS,1.24,221109,0
1,1125,SS - 1820,1,0,0,0,022 Chilli Red,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6SS_022,9.8,221110,0
1,1125,SS - 1820,1,0,0,0,044 Bumblebee Yellow,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6SS_044,9.9,221110,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,2.15,221114,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,2.16,221114,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,2.17,221114,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,2.18,221114,0
1,1145,SS - 1517,0,1,1,0,,,"SPEX Cushion, Foam Unit, 15"" wide x 17"" deep, Superhigh Contour Step",1145-1517-3SS,1.14,221115,0
1,1145,SS - 1517,0,1,1,0,,,"SPEX Cushion, Foam Unit, 15"" wide x 17"" deep, Superhigh Contour Step",1145-1517-3SS,1.15,221115,0
1,1105,SS - 1820,1,1,1,1,000 Black,"1111-0315-000: Custom Pre-ischial Shelf. Dimensions: Angle of shelf (option) =STD F = STD E =  Shelf height to be An extra 1"" higher; 1111-CUST-02e: Upgrade Cushion to 200kg weight limit. Please see Shaun as to this. We are to make this foam as strong as possible. Using XLella construction on this cushion.; Note: Spex Manufacturing Notes. Note: Please see Shaun as to this. We are to make this foam as strong as possible. Using XLella construction on this cushion.; 1111-0304-000: SuperHigh Cushion modification, increase contouring to full height along depth. ","Spex Classic Superhigh Contour Step adjustable cushion, 18"" wide x 20"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1820-0SS,18.1,221118,0
1,1125,SS - 1820,1,0,0,0,000 Black,"1111-0304-000: SuperHigh Cushion modification, increase contouring to full height along depth; 1111-0315-000: Custom Pre-ischial Shelf. Dimensions: Angle of shelf (option) =STD F = STD E =  Shelf height to be An extra 1"" higher","Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6SS,18.2,221118,0
1,1105,SS - 1820,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 18"" wide x 20"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1820-0SS,22.1,221121,0
1,1105,SS - 1820,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 18"" wide x 20"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1820-0SS,22.1,221121,0
1,1105,SS - 1820,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 18"" wide x 20"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1820-0SS,22.2,221121,0
1,1125,SS - 1820,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 18"" wide x 20"" deep",1125-1820-6SS,41.2,221122,0
1,1105,SS - 1822,1,1,1,1,000 Black,Jay-Label: Attach Jay Label,"Spex Classic Superhigh Contour Step adjustable cushion, 18"" wide x 22"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1822-0SS,21.25,221118,0
1,1125,SS - 1822,1,0,0,0,000 Black,Jay-Label: Attach Jay Label,"Spex Superhigh Contour Step Adjustable Cushion spare outer breathable cover, 18"" wide x 22"" deep",1125-1822-6SS,21.26,221118,0
1,1145,SS - 1417,0,1,1,0,,,"SPEX Cushion, Foam Unit, 14"" wide x 17"" deep, Superhigh Contour Step",1145-1417-3SS,2.19,221114,0
1,1145,SS - 1918,0,1,1,0,,,"SPEX cushion foam unit, 19"" wide x 18"" deep, Superhigh Contour Step",1145-1918-3SS,2.7,221114,0
1,1145,SS - 1517,0,1,1,0,,,"SPEX Cushion, Foam Unit, 15"" wide x 17"" deep, Superhigh Contour Step",1145-1517-3SS,1.16,221115,0
1,1145,SS - 1518,0,1,1,0,,,"SPEX Cushion, Foam Unit, 15"" wide x 18"" deep, Superhigh Contour Step",1145-1518-3SS,1.17,221115,0
1,1105,SS - 1918,1,1,1,1,090 Granite Grey,Jay-Label: Attach Jay Label; 1111-0491-090: Change cushion outer cover border fabric to Granite Grey; 1111-0335-000: No pommel shaping/contouring on cushion,"Spex Classic Superhigh Contour Step adjustable cushion, 19"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1918-0SS_090,21.19,221118,0
1,1125,SS - 1918,1,0,0,0,000 Black,1111-0335-000: No pommel shaping/contouring on cushion. Jay-Label: Attach Jay Label,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 19"" wide x 18"" deep",1125-1918-6SS,21.2,221118,0
1,1145,SS - 1518,0,1,1,0,,,"SPEX Cushion, Foam Unit, 15"" wide x 18"" deep, Superhigh Contour Step",1145-1518-3SS,1.18,221115,0
1,1145,SS - 1918,0,1,1,0,,,"SPEX cushion foam unit, 19"" wide x 18"" deep, Superhigh Contour Step",1145-1918-3SS,1.8,221115,0
1,1105,SS - 1919,1,1,1,1,077 Royal Purple,"1111-0335-000: No pommel shaping/contouring on cushion; 1111-0304-000: SuperHigh Cushion modification, increase contouring to full height along depth; Jay-Label: Attach Jay Label; 1111-0491-077: Change cushion outer cover border fabric to Royal Purple","Spex Classic Superhigh Contour Step adjustable cushion, 19"" wide x [19]"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-19XX-0SS_077,21.21,221118,0
1,1145,SS - 1918,0,1,1,0,,,"SPEX cushion foam unit, 19"" wide x 18"" deep, Superhigh Contour Step",1145-1918-3SS,2.8,221114,0
1,1145,SS - 1620,0,1,1,0,,,"SPEX cushion foam unit, 16"" wide x 20"" deep, Superhigh Contour Step",1145-1620-3SS,3.18,221116,0
1,1125,SS - 2019,1,0,0,0,000 Black,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 20"" wide x 19"" deep",1125-20XX-6SS,19.1,221109,0
1,1105,SS - 2020,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 20"" wide x 20"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-2020-0SS,1.1,221118,0
1,1105,SS - 2020,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 20"" wide x 20"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-2020-0SS,1.11,221118,0
1,1105,SS - 2020,1,1,1,1,000 Black,,"Spex Classic Superhigh Contour Step adjustable cushion, 20"" wide x 20"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-2020-0SS,1.9,221118,0
1,1105,SS - 2020,1,1,1,1,090 Granite Grey,,"Spex Classic Superhigh Contour Step adjustable cushion, 20"" wide x 20"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-2020-0SS_090,46.1,221121,0
1,1125,SS - 2020,1,0,0,0,090 Granite Grey,,"Spex Superhigh Contour Step adjustable cushion spare outer breathable cover, 20"" wide x 20"" deep",1125-2020-6SS_090,46.2,221121,0
1,1105,SS - 1416,1,1,1,1,028 Calypso Pink,"1111-0292-000: Cushion cut-out For Leg Length Discrepancy. Dimension T = [2CM]. User's side=[LEFT]  Assymetrical Thigh Length: Right Leg 40 cm, Left Leg 38 cm","Spex Classic Superhigh Contour Step adjustable cushion, 14"" wide x 16"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1416-0SS_028,34.1,221122,0
1,1105,SS - 1212,1,1,1,1,022 Chilli Red,,"Spex Classic Kidz Superhigh Contour Step adjustable cushion, 12"" wide x 12"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1212-0SS_022,35.1,221122,0
1,1105,HC - 1618,1,1,1,1,000 Black,0011-1010-002: Enable MOH Asset Label,"Spex Classic High-Contour adjustable cushion, 16"" wide x 18"" deep, with contouring cell system for pelvis, hip and leg positioning.",1105-1618-0HC,40.1,221122,0
1,1145,SS - 1918,0,1,1,0,,,"SPEX cushion foam unit, 19"" wide x 18"" deep, Superhigh Contour Step",1145-1918-3SS,1.9,221115,0
1,1125,SS - 810,1,0,0,0,000 Black,,"Spex Kidz Superhigh Contour Step cushion spare outer breathable cover, 8"" wide x 10"" deep",1125-0810-6SS,11.2,221109,0
1,2885,Wonderseat - TBCTBC,1,1,0,1,060 Ocean Blue,,Spex for BINGO Seat Cushion Size 1.2 Ocean Blue; with Spex Positioning technology for size 1 frame,2885-0611-060,2.7,221103,0
1,2885,Wonderseat - TBCTBC,1,1,0,1,022 Chilli Red,,Spex for BINGO Seat Cushion Size 2.2 in Chilli Red; with Spex Positioning technology for size 1 or 2 frame,2885-0613-022,27.3,221104,0
1,2885,Wonderseat - TBCTBC,1,0,0,0,022 Chilli Red,,Spex for BINGO Seat Cushion Outer Cover Size 2.2 in Chilli Red ,2885-0663-022,27.4,221104,0
1,2885,Wonderseat - TBCTBC,1,0,0,0,022 Chilli Red,,Spex for BINGO Seat Cushion Outer Cover Size 1.2 in Chilli Red ,2885-0661-022,51.1,221104,0
1,2885,Wonderseat - TBCTBC,1,0,0,0,060 Ocean Blue,,Spex for BINGO Seat Cushion Outer Cover Size 1.1 Ocean Blue,2885-0660-060,7.1,221118,0
1,2885,Wonderseat - TBCTBC,1,1,0,1,000 Black,,Spex for BINGO Seat Cushion Size 1.2 Jet Black; with Spex Positioning technology for size 1 frame,2885-0611-099,11.1,221118,0
1,2885,Wonderseat - TBCTBC,1,1,0,1,060 Ocean Blue,,Spex for BINGO Seat Cushion Size 2.2 Ocean Blue; with Spex Positioning technology for size 1 or 2 frame,2885-0613-060,36.1,221122,0
1,2885,Wonderseat - TBCTBC,1,1,0,1,060 Ocean Blue,,Spex for BINGO Seat Cushion Size 2.2 Ocean Blue; with Spex Positioning technology for size 1 or 2 frame,2885-0613-060,36.1,221122,0
1,2885,Wonderseat - TBCTBC,1,1,0,1,060 Ocean Blue,,Spex for BINGO Seat Cushion Size 2.2 Ocean Blue; with Spex Positioning technology for size 1 or 2 frame,2885-0613-060,36.2,221122,0
1,2885,Wonderseat - TBCTBC,1,1,0,1,022 Chilli Red,,Spex for BINGO Seat Cushion Size 1.2 in Chilli Red; with Spex Positioning technology for size 1 frame,2885-0611-022,37.1,221122,0
1,2885,Wonderseat - TBCTBC,1,1,0,1,028 Calypso Pink,,Spex for BINGO Seat Cushion Size 1.2 in Calypso Pink; with Spex Positioning technology for size 1 frame,2885-0611-028,38.1,221122,0
1,2885,Wonderseat - TBCTBC,1,1,0,1,060 Ocean Blue,,Spex for BINGO Seat Cushion Size 1.2 Ocean Blue; with Spex Positioning technology for size 1 frame,2885-0611-060,39.1,221122,0
1,2885,Wonderseat - TBCTBC,1,1,0,1,060 Ocean Blue,,Spex for BINGO Seat Cushion Size 1.2 Ocean Blue; with Spex Positioning technology for size 1 frame,2885-0611-060,39.1,221122,0
1,2885,Wonderseat - TBCTBC,1,1,0,1,060 Ocean Blue,,Spex for BINGO Seat Cushion Size 1.2 Ocean Blue; with Spex Positioning technology for size 1 frame,2885-0611-060,39.1,221122,0
1,2885,Wonderseat - TBCTBC,1,1,0,1,060 Ocean Blue,,Spex for BINGO Seat Cushion Size 1.2 Ocean Blue; with Spex Positioning technology for size 1 frame,2885-0611-060,39.1,221122,0
1,2885,Wonderseat - TBCTBC,1,1,0,1,060 Ocean Blue,,Spex for BINGO Seat Cushion Size 1.2 Ocean Blue; with Spex Positioning technology for size 1 frame,2885-0611-060,39.2,221122,0
1,2885,Wonderseat - TBCTBC,1,1,0,1,060 Ocean Blue,,Spex for BINGO Seat Cushion Size 1.2 Ocean Blue; with Spex Positioning technology for size 1 frame,2885-0611-060,39.3,221122,0
1,2885,Wonderseat - TBCTBC,1,1,0,1,060 Ocean Blue,,Spex for BINGO Seat Cushion Size 1.2 Ocean Blue; with Spex Positioning technology for size 1 frame,2885-0611-060,39.4,221122,0
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
